website,captured,1920x1080xd,1536x864xd,1366x768xd,1280x720xd,1440x900xd,2560x1440xd,768x1024xt,810x1080xt,820x1180xt,800x1280xt,1280x800xt,601x912xt,360x800xm,390x844xm,393x873xm,412x915xm,375x812xm,393x852xm
https://facebook.com,18,3.63,5.14,2.33,2.11,2.21,3.59,11.05,4.27,5.01,3.63,3.58,3.35,3.92,3.92,3.47,4.59,3.28,3.35
